date,store,category,units_sold,revenue
2025-08-22,Utica,toys,15.0,225.9
2025-12-08,Albany,Toys,22.0,312.4
2025-05-27,Utica,Clothing,34.0,806.48
2025-09-14,Syracuse,Cloth ing,77.0,1761.76
2025-05-19,Utica,Electronics,55.0,4336.2
2025-04-02,Syracuse,Home Goods,51.0,1534.59
2025-09-07,Albany,Electronics,43.0,3533.74
2025-12-16,Utica,Cloth ing,70.0,1631.7
2025-08-26,Albany,toys,22.0,315.04
2025-11-21,Utica,groceries,140.0,999.6
2025-12-09,Utica,Clothing,60.0,1405.2
2025-09-30,Syracuse,toys,24.0,374.64
2025-11-05,Syracuse,clothing,54.0,1407.24
2025-05-07,Albany,Cloth ing,84.0,2036.16
2025-04-16,Syracuse,clothing,42.0,1052.52
2025-09-12,Utica,Clothing,45.0,1116.9
2025-03-14,Syracuse,ELECTRONICS,49.0,4193.42
2025-07-01,Syracuse,clothing,32.0,784.0
2025-10-02,Rome,ELECTRONICS,46.0,3795.92
2025-12-01,Rome,toys,24.0,397.68
2025-03-19,Albany,ELECTRONICS,38.0,3202.26
2025-07-07,Syracuse,Groceries,178.0,1075.12
2025-05-19,Utica,home goods,31.0,990.14
2025-06-05,Albany,Cloth ing,62.0,1452.04
2025-04-20,Albany,Toys,35.0,533.75
2025-10-15,Syracuse,Groceries,150.0,982.5
2025-09-19,Syracuse,Cloth ing,28.0,684.6
2025-11-13,Albany,groceries,84.0,566.16
2025-11-17,Albany,home goods,34.0,1021.7
2025-11-22,Utica,home goods,31.0,1009.98
2025-03-28,Albany,Clothing,56.0,1333.36
2025-01-18,Utica,clothing,83.0,1814.38
2025-01-04,Rome,home goods,53.0,1728.86
2025-06-22,Syracuse,groceries,154.0,988.68
2025-05-26,Albany,clothing,69.0,1631.16
2025-01-07,Rome,electronics,29.0,
2025-09-01,Utica,Home_Goods,34.0,1156.0
2025-07-09,Syracuse,Toys,22.0,325.16
2025-04-30,Albany,Home_Goods,40.0,1244.8
2025-03-02,Albany,ELECTRONICS,59.0,4848.62
2025-06-12,Albany,electronics,57.0,5005.17
2025-08-27,Rome,ELECTRONICS,51.0,4242.18
2025-04-27,Utica,Home Goods,,1231.64
2025-08-14,Syracuse,Groceries,159.0,1068.48
2025-12-03,Utica,toys,30.0,478.8
2025-10-14,Rome,Home Goods,27.0,916.92
2025-03-31,Rome,toys,35.0,539.35
2025-07-23,Syracuse,Toys,14.0,209.58
2025-01-08,Albany,Clothing,69.0,1466.25
2025-11-03,Syracuse,Home_Goods,54.0,1781.46
2025-09-04,Rome,Electronics,53.0,5439.92
2025-09-30,Syracuse,Cloth ing,66.0,1615.02
2025-07-03,Utica,Groceries,144.0,884.16
2025-09-05,Rome,clothing,38.0,919.98
2025-07-25,Rome,Toys,27.0,419.85
2025-03-26,Syracuse,Clothing,63.0,1579.41
2025-11-12,Utica,Home_Goods,30.0,916.2
2025-08-15,Syracuse,toys,21.0,316.05
2025-01-23,Rome,ELECTRONICS,48.0,4218.24
2025-09-22,Syracuse,Home_Goods,34.0,1097.86
2025-11-08,Utica,Groceries,118.0,807.12
2025-02-17,Rome,clothing,50.0,1105.0
2025-05-02,Rome,ELECTRONICS,64.0,5594.24
2025-09-29,Utica,Toys,14.0,221.34
2025-05-10,Syracuse,groceries,149.0,1053.43
2025-07-15,Rome,clothing,55.0,1438.8
2025-07-13,Utica,clothing,74.0,1871.46
2025-05-22,Utica,toys,36.0,555.48
2025-07-05,Rome,Home_Goods,57.0,1857.63
2025-09-25,Albany,electronics,39.0,3383.25
2025-01-08,Rome,toys,19.0,282.91
2025-02-09,Albany,Electronics,54.0,4530.6
2025-06-13,Rome,groceries,107.0,756.49
2025-12-01,Rome,Home Goods,29.0,866.52
2025-10-09,Rome,Clothing,77.0,1868.79
2025-03-30,Rome,groceries,171.0,1169.64
2025-12-27,Utica,Toys,29.0,455.88
2025-01-31,Syracuse,ELECTRONICS,54.0,4557.06
2025-01-03,Syracuse,Home Goods,38.0,1304.92
2025-06-14,Rome,Home_Goods,40.0,1310.8
2025-10-30,Rome,Clothing,67.0,1517.55
2025-05-06,Rome,Home Goods,27.0,897.75
2025-01-30,Albany,groceries,148.0,889.48
2025-01-01,Utica,Groceries,148.0,868.76
2025-05-15,Albany,home goods,29.0,934.67
2025-06-28,Syracuse,home goods,54.0,1764.72
2025-07-18,Albany,clothing,60.0,1420.2
2025-02-07,Albany,Groceries,140.0,875.0
2025-04-08,Albany,ELECTRONICS,35.0,3101.35
2025-05-10,Syracuse,toys,28.0,421.4
2025-04-17,Utica,Cloth ing,77.0,1923.46
2025-02-26,Albany,clothing,84.0,1963.92
2025-11-14,Syracuse,toys,29.0,414.7
2025-03-09,Rome,Home Goods,36.0,1110.24
2025-05-09,Albany,Groceries,143.0,962.39
2025-10-07,Syracuse,Cloth ing,57.0,1476.3
2025-11-26,Utica,toys,20.0,283.0
2025-10-15,Rome,ELECTRONICS,16.0,1354.56
2025-04-25,Utica,electronics,51.0,3991.26
2025-02-22,Rome,Groceries,195.0,1310.4
2025-07-20,Albany,clothing,60.0,1369.8
2025-09-29,Syracuse,Clothing,52.0,1268.8
2025-08-25,Utica,Toys,31.0,475.85
2025-05-15,Utica,Groceries,144.0,970.56
2025-01-26,Utica,Toys,26.0,373.1
2025-01-16,Syracuse,toys,23.0,349.83
2025-11-05,Utica,home goods,28.0,889.84
2025-08-01,Rome,clothing,84.0,2009.28
2025-07-05,Syracuse,toys,41.0,623.61
2025-05-01,Rome,Groceries,26.0,172.12
2025-03-02,Rome,Toys,24.0,
2025-06-11,Utica,ELECTRONICS,46.0,3800.98
2025-12-21,Albany,Toys,26.0,376.22
2025-11-24,Syracuse,toys,19.0,288.8
2025-06-02,Albany,Electronics,42.0,3495.66
2025-04-22,Rome,Home_Goods,39.0,1191.84
2025-06-19,Syracuse,clothing,54.0,1305.18
2025-06-26,Syracuse,electronics,45.0,3958.2
2025-09-07,Utica,Electronics,70.0,6120.1
2025-08-19,Albany,Groceries,88.0,604.56
2025-09-19,Utica,groceries,94.0,604.42
2025-07-28,Syracuse,Cloth ing,54.0,1350.54
2025-01-24,Syracuse,toys,34.0,522.58
2025-10-01,Syracuse,Cloth ing,42.0,959.7
2025-05-13,Syracuse,ELECTRONICS,49.0,4048.38
2025-06-10,Albany,toys,21.0,293.16
2025-05-01,Albany,electronics,62.0,5335.72
2025-01-28,Utica,electronics,49.0,4185.09
2025-12-05,Syracuse,clothing,71.0,1727.43
2025-01-05,Syracuse,Toys,28.0,426.72
2025-05-11,Albany,ELECTRONICS,52.0,4606.68
2025-01-18,Rome,Groceries,163.0,1074.17
2025-01-28,Rome,clothing,59.0,
2025-02-03,Albany,Clothing,47.0,1063.14
2025-05-06,Albany,Home Goods,19.0,633.65
2025-01-10,Rome,Home Goods,32.0,948.48
2025-07-14,Rome,home goods,25.0,794.5
2025-03-09,Utica,Home Goods,,1644.5
2025-07-15,Albany,Cloth ing,32.0,756.48
2025-07-17,Syracuse,Home Goods,30.0,1064.1
2025-12-01,Syracuse,Clothing,73.0,1718.42
2025-07-12,Syracuse,Electronics,49.0,4555.53
2025-05-23,Utica,Electronics,42.0,3228.54
2025-10-18,Rome,Groceries,99.0,638.55
2025-07-08,Rome,Home_Goods,39.0,1349.4
2025-11-22,Utica,toys,27.0,411.48
2025-04-18,Albany,clothing,59.0,1451.99
2025-02-04,Utica,Cloth ing,59.0,1496.24
2025-11-17,Syracuse,groceries,166.0,1083.98
2025-09-04,Syracuse,groceries,101.0,610.04
2025-01-27,Rome,toys,31.0,466.55
2025-09-15,Syracuse,Groceries,120.0,834.0
2025-02-05,Rome,clothing,63.0,1512.0
2025-11-25,Rome,Groceries,124.0,835.76
2025-10-04,Rome,electronics,46.0,4082.96
2025-05-04,Utica,Toys,32.0,445.76
2025-06-17,Syracuse,Home_Goods,25.0,698.5
2025-09-27,Utica,groceries,172.0,1191.96
2025-04-16,Albany,toys,25.0,358.25
2025-06-17,Utica,Toys,24.0,379.2
2025-11-14,Albany,toys,24.0,349.92
2025-01-20,Syracuse,Home Goods,27.0,869.13
2025-04-02,Rome,Cloth ing,65.0,1579.5
2025-09-10,Utica,Electronics,23.0,1973.86
2025-02-07,Syracuse,Electronics,32.0,2634.24
2025-06-12,Rome,Groceries,119.0,771.12
2025-10-10,Utica,Home_Goods,29.0,936.41
2025-09-11,Rome,toys,25.0,367.25
2025-03-17,Utica,Groceries,134.0,813.38
2025-01-17,Rome,Clothing,40.0,1040.8
2025-03-04,Utica,groceries,97.0,657.66
2025-10-02,Syracuse,clothing,59.0,1331.04
2025-02-12,Syracuse,Home Goods,40.0,1279.2
2025-03-04,Syracuse,Toys,34.0,
2025-07-22,Rome,Cloth ing,84.0,2004.24
2025-08-14,Utica,Cloth ing,,986.0
2025-09-15,Syracuse,electronics,41.0,3490.33
2025-05-30,Rome,toys,11.0,181.61
2025-04-07,Rome,electronics,56.0,4845.68
2025-06-02,Utica,electronics,49.0,4255.65
2025-06-18,Syracuse,toys,22.0,302.5
2025-05-07,Rome,toys,27.0,371.79
2025-05-17,Utica,Groceries,146.0,965.06
2025-01-06,Rome,clothing,60.0,1440.0
2025-03-11,Rome,Home Goods,,896.83
2025-05-31,Syracuse,clothing,96.0,2153.28
2025-01-30,Rome,Home Goods,45.0,1361.7
2025-03-16,Utica,ELECTRONICS,61.0,5524.77
2025-03-12,Rome,Electronics,51.0,4502.79
2025-06-28,Rome,Home Goods,52.0,1673.36
2025-08-26,Albany,Groceries,132.0,842.16
2025-11-03,Utica,Home_Goods,42.0,1311.24
2025-09-21,Albany,Home_Goods,53.0,1709.25
2025-03-09,Syracuse,ELECTRONICS,40.0,3380.4
2025-04-06,Syracuse,clothing,75.0,1806.75
2025-09-28,Rome,ELECTRONICS,53.0,4334.34
2025-04-04,Utica,Toys,21.0,318.78
2025-04-21,Albany,Groceries,121.0,775.61
2025-10-01,Rome,Groceries,,1056.61
2025-12-09,Albany,Home Goods,44.0,1409.76
2025-08-06,Albany,Clothing,57.0,1393.08
2025-03-06,Albany,groceries,152.0,1012.32
2025-04-12,Utica,toys,31.0,491.66
2025-04-14,Syracuse,groceries,128.0,872.96
2025-09-21,Syracuse,home goods,33.0,1006.83
2025-09-11,Rome,Groceries,117.0,782.73
2025-02-19,Syracuse,electronics,55.0,4850.45
2025-06-30,Rome,electronics,40.0,3350.4
2025-03-09,Rome,clothing,67.0,1653.56
2025-06-03,Rome,Cloth ing,54.0,1365.12
2025-12-18,Syracuse,Home Goods,36.0,1099.44
2025-11-21,Syracuse,Groceries,161.0,961.17
2025-11-08,Rome,toys,34.0,535.5
2025-06-10,Utica,home goods,38.0,1244.88
2025-08-13,Utica,Clothing,62.0,1569.22
2025-11-28,Utica,Electronics,53.0,4052.91
2025-08-20,Syracuse,Cloth ing,31.0,724.47
2025-08-21,Utica,Toys,23.0,340.86
2025-03-17,Syracuse,Home Goods,37.0,1195.1
2025-06-29,Rome,electronics,41.0,3573.15
2025-01-03,Rome,ELECTRONICS,36.0,3172.68
2025-09-12,Syracuse,clothing,48.0,1171.2
2025-03-21,Syracuse,Groceries,203.0,1295.14
2025-07-21,Utica,electronics,42.0,3592.68
2025-07-24,Albany,Groceries,138.0,
2025-10-22,Rome,Home_Goods,51.0,1623.33
2025-03-20,Utica,Groceries,124.0,825.84
2025-11-26,Utica,ELECTRONICS,59.0,4879.89
2025-12-27,Syracuse,Cloth ing,92.0,2258.6
2025-01-20,Utica,Home Goods,20.0,613.4
2025-02-02,Utica,home goods,50.0,1671.5
2025-03-27,Syracuse,Groceries,114.0,744.42
2025-12-07,Albany,Home Goods,43.0,1363.96
2025-10-26,Rome,Cloth ing,91.0,2185.82
2025-08-06,Albany,home goods,30.0,960.9
2025-10-31,Utica,groceries,121.0,802.23
2025-09-03,Syracuse,clothing,60.0,1396.2
2025-05-27,Rome,Electronics,25.0,2011.75
2025-05-04,Albany,Electronics,51.0,4439.04
2025-04-07,Albany,Groceries,39.0,269.1
2025-04-14,Albany,Electronics,31.0,2623.22
2025-01-06,Albany,groceries,108.0,713.88
2025-04-29,Albany,Groceries,113.0,737.89
2025-11-21,Syracuse,clothing,31.0,722.3
2025-12-10,Rome,Electronics,48.0,3982.56
2025-12-23,Utica,groceries,131.0,801.72
2025-05-28,Syracuse,clothing,81.0,1973.16
2025-04-21,Rome,Home_Goods,28.0,887.6
2025-06-20,Utica,Home_Goods,32.0,1086.4
2025-10-05,Utica,Groceries,143.0,959.53
2025-12-23,Syracuse,Clothing,64.0,1586.56
2025-11-29,Utica,electronics,66.0,5651.58
2025-10-31,Utica,clothing,67.0,1545.69
2025-05-16,Rome,Home_Goods,32.0,977.6
2025-05-22,Albany,Groceries,144.0,885.6
2025-09-30,Rome,electronics,44.0,
2025-10-23,Rome,Home Goods,35.0,1085.35
2025-08-10,Syracuse,electronics,47.0,3920.27
2025-07-02,Albany,Groceries,124.0,794.84
2025-09-02,Albany,toys,27.0,408.51
2025-09-14,Syracuse,ELECTRONICS,47.0,3941.89
2025-04-06,Syracuse,home goods,43.0,1388.9
2025-05-02,Rome,Home_Goods,34.0,1096.16
2025-01-14,Syracuse,toys,15.0,232.8
2025-06-07,Utica,Home_Goods,33.0,1056.66
2025-10-23,Rome,Cloth ing,62.0,1435.3
2025-09-20,Albany,toys,33.0,525.36
2025-05-14,Utica,electronics,52.0,4100.2
2025-09-25,Albany,toys,37.0,577.94
2025-11-21,Albany,electronics,38.0,3136.14
2025-06-16,Rome,groceries,128.0,823.04
2025-02-11,Rome,groceries,81.0,528.93
2025-06-13,Syracuse,Groceries,80.0,524.8
2025-07-08,Albany,Clothing,51.0,1331.61
2025-12-11,Syracuse,electronics,56.0,4382.0
2025-01-18,Rome,Home_Goods,35.0,1001.35
2025-05-29,Rome,electronics,27.0,2234.52
2025-04-04,Utica,Electronics,42.0,3581.76
2025-06-15,Syracuse,Clothing,83.0,2039.31
2025-06-29,Albany,Home_Goods,52.0,1779.96
2025-08-24,Syracuse,ELECTRONICS,37.0,3056.57
2025-10-27,Syracuse,groceries,120.0,826.8
2025-10-14,Utica,groceries,89.0,621.22
2025-09-10,Albany,toys,25.0,393.5
2025-04-27,Utica,toys,35.0,535.5
2025-02-26,Syracuse,groceries,140.0,975.8
2025-12-06,Rome,Electronics,36.0,3127.32
2025-08-21,Albany,Toys,21.0,311.01
2025-10-24,Albany,toys,41.0,585.89
2025-08-12,Syracuse,home goods,24.0,760.8
2025-03-29,Syracuse,Groceries,162.0,999.54
2025-09-28,Rome,Cloth ing,93.0,2311.05
2025-09-11,Utica,groceries,154.0,1108.8
2025-07-29,Rome,electronics,41.0,3155.77
2025-01-15,Albany,Groceries,86.0,575.34
2025-11-04,Albany,clothing,62.0,1597.12
2025-06-10,Rome,Clothing,70.0,1691.2
2025-12-19,Rome,Home Goods,37.0,1152.55
2025-10-09,Utica,Groceries,151.0,961.87
2025-12-23,Albany,toys,26.0,362.44
2025-05-06,Syracuse,home goods,48.0,1569.6
2025-11-04,Albany,ELECTRONICS,28.0,2441.88
2025-02-13,Syracuse,Home_Goods,43.0,1373.85
2025-06-05,Albany,toys,9.0,127.35
2025-05-13,Rome,Clothing,51.0,1314.78
2025-05-16,Albany,Toys,8.0,121.2
2025-02-28,Rome,toys,21.0,304.08
2025-06-14,Rome,Toys,35.0,487.2
2025-06-22,Syracuse,Toys,34.0,484.16
2025-06-10,Syracuse,Toys,32.0,493.44
2025-11-26,Rome,groceries,155.0,1106.7
2025-08-17,Syracuse,groceries,168.0,1039.92
2025-12-04,Albany,Electronics,31.0,2226.11
2025-07-25,Syracuse,Toys,31.0,479.57
2025-09-03,Utica,electronics,52.0,4417.92
2025-09-16,Syracuse,groceries,125.0,796.25
2025-04-18,Syracuse,home goods,35.0,1067.5
2025-08-12,Syracuse,Groceries,161.0,1025.57
2025-10-06,Syracuse,Groceries,85.0,536.35
2025-03-27,Utica,toys,29.0,472.41
2025-11-27,Rome,Cloth ing,41.0,971.7
2025-01-07,Rome,Home_Goods,38.0,1322.02
2025-08-22,Rome,clothing,76.0,1765.48
2025-12-29,Rome,Groceries,177.0,1189.44
2025-02-12,Utica,Electronics,32.0,2785.92
2025-12-08,Utica,groceries,172.0,1059.52
2025-03-10,Syracuse,Clothing,76.0,
2025-01-09,Utica,home goods,20.0,600.0
2025-08-05,Utica,Toys,26.0,387.66
2025-05-26,Utica,groceries,126.0,856.8
2025-01-03,Utica,Home Goods,35.0,
2025-12-07,Albany,Groceries,166.0,1055.76
2025-09-01,Syracuse,Clothing,64.0,1450.24
2025-03-14,Syracuse,clothing,75.0,1712.25
2025-06-10,Syracuse,groceries,132.0,831.6
2025-12-11,Albany,Groceries,157.0,1073.88
2025-08-02,Albany,Clothing,67.0,1649.54
2025-04-11,Albany,Home Goods,42.0,1277.64
2025-08-07,Rome,Home Goods,30.0,939.3
2025-03-17,Rome,toys,17.0,252.79
2025-04-05,Rome,Home_Goods,49.0,1588.09
2025-04-25,Rome,clothing,49.0,1141.21
2025-03-20,Utica,Home Goods,23.0,808.68
2025-08-25,Rome,groceries,165.0,1122.0
2025-07-19,Albany,Electronics,78.0,6119.88
2025-07-25,Rome,Groceries,69.0,448.5
2025-01-28,Albany,toys,35.0,534.45
2025-11-15,Syracuse,Home Goods,38.0,1206.12
2025-04-26,Rome,electronics,49.0,4065.53
2025-10-29,Rome,toys,26.0,327.08
2025-10-14,Syracuse,toys,26.0,393.12
2025-04-06,Utica,Groceries,,832.86
2025-04-03,Rome,Electronics,36.0,2968.92
2025-09-26,Utica,groceries,154.0,1061.06
2025-12-10,Albany,Clothing,39.0,928.2
2025-02-06,Rome,Electronics,35.0,3013.5
2025-09-14,Utica,Groceries,178.0,1219.3
2025-12-01,Utica,groceries,150.0,910.5
2025-08-09,Albany,clothing,50.0,1096.5
2025-06-22,Albany,toys,40.0,626.0
2025-08-12,Albany,Electronics,66.0,5697.12
2025-08-14,Syracuse,electronics,45.0,3972.6
2025-09-02,Rome,toys,36.0,561.24
2025-02-06,Utica,Toys,16.0,233.6
2025-01-09,Albany,Toys,26.0,406.12
2025-10-21,Rome,Toys,28.0,453.04
2025-09-23,Syracuse,toys,26.0,386.62
2025-08-29,Syracuse,clothing,62.0,1388.18
2025-06-18,Albany,home goods,30.0,881.4
2025-05-22,Syracuse,electronics,36.0,3182.76
2025-06-04,Syracuse,Toys,27.0,387.72
2025-07-10,Rome,Electronics,17.0,1372.92
2025-11-19,Utica,toys,30.0,437.4
2025-06-02,Albany,toys,33.0,505.89
2025-06-12,Albany,toys,32.0,427.2
2025-08-05,Rome,groceries,106.0,662.5
2025-03-21,Syracuse,Home Goods,29.0,919.88
2025-02-08,Albany,Home Goods,44.0,1368.4
2025-08-28,Syracuse,Clothing,34.0,750.04
2025-05-08,Rome,electronics,48.0,3971.04
2025-03-01,Rome,Toys,29.0,423.4
2025-10-11,Utica,Groceries,120.0,777.6
2025-12-12,Syracuse,ELECTRONICS,39.0,3579.03
2025-06-21,Syracuse,Groceries,187.0,1252.9
2025-10-04,Albany,toys,35.0,545.65
2025-01-30,Utica,groceries,108.0,684.72
2025-04-28,Syracuse,Clothing,51.0,1233.69
2025-08-09,Rome,Home_Goods,28.0,860.16
2025-08-06,Utica,Electronics,,3991.5
2025-03-27,Albany,Clothing,62.0,1514.66
2025-09-25,Albany,groceries,31.0,218.55
2025-03-11,Rome,Toys,11.0,158.73
2025-11-22,Albany,Groceries,207.0,1357.92
2025-07-15,Albany,ELECTRONICS,48.0,3969.12
2025-06-16,Syracuse,ELECTRONICS,61.0,4746.41
2025-02-19,Utica,Home Goods,46.0,1555.72
2025-11-18,Albany,groceries,124.0,840.72
2025-05-26,Syracuse,clothing,62.0,1380.74
2025-10-16,Utica,Electronics,34.0,2854.98
2025-06-26,Albany,Home Goods,32.0,997.76
2025-09-09,Rome,Groceries,,810.0
2025-05-04,Albany,home goods,54.0,1820.88
2025-05-08,Albany,home goods,41.0,1451.81
2025-02-27,Albany,Toys,23.0,351.9
2025-04-30,Utica,ELECTRONICS,49.0,4163.04
2025-04-16,Albany,Groceries,73.0,473.04
2025-07-18,Utica,Groceries,95.0,622.25
2025-09-18,Rome,Home Goods,17.0,540.26
2025-01-11,Utica,Home Goods,37.0,1204.72
2025-08-25,Syracuse,Toys,26.0,372.58
2025-03-27,Albany,Groceries,149.0,953.6
2025-07-24,Syracuse,Groceries,102.0,679.32
2025-04-27,Syracuse,Home_Goods,44.0,1525.48
2025-08-02,Rome,ELECTRONICS,42.0,3586.8
2025-07-29,Utica,toys,24.0,366.24
2025-10-14,Albany,Cloth ing,65.0,1659.45
2025-11-13,Syracuse,Groceries,115.0,840.65
2025-01-14,Albany,clothing,34.0,838.1
2025-03-05,Syracuse,ELECTRONICS,33.0,2953.17
2025-08-06,Syracuse,Home_Goods,34.0,1151.58
2025-01-27,Albany,Toys,17.0,239.87
2025-10-23,Utica,Groceries,86.0,571.9
2025-03-16,Albany,Groceries,149.0,996.81
2025-12-08,Syracuse,groceries,63.0,415.17
2025-06-11,Utica,Toys,31.0,486.7
2025-08-26,Syracuse,ELECTRONICS,35.0,3304.0
2025-08-06,Utica,Toys,23.0,373.29
2025-10-14,Albany,Electronics,38.0,2994.02
2025-06-10,Utica,Electronics,27.0,2329.56
2025-10-19,Rome,toys,45.0,650.25
2025-07-05,Utica,home goods,53.0,1755.36
2025-11-18,Utica,Home_Goods,28.0,806.68
2025-04-19,Syracuse,groceries,123.0,840.09
2025-10-20,Syracuse,Home_Goods,37.0,1178.45
2025-09-16,Syracuse,Cloth ing,58.0,1358.36
2025-08-03,Albany,clothing,80.0,1771.2
2025-07-23,Albany,Cloth ing,70.0,1733.9
2025-02-17,Albany,Toys,23.0,366.16
2025-02-13,Utica,Cloth ing,58.0,1299.2
2025-12-17,Rome,Toys,19.0,286.52
2025-02-15,Syracuse,home goods,37.0,1260.96
2025-09-30,Utica,Home Goods,42.0,1349.04
2025-09-03,Utica,Home_Goods,38.0,1186.36
2025-04-19,Rome,Home_Goods,32.0,1106.88
2025-02-06,Albany,electronics,35.0,3328.15
2025-12-09,Syracuse,Home_Goods,28.0,824.32
2025-02-16,Albany,Toys,33.0,449.13
2025-08-29,Rome,Home_Goods,38.0,1055.26
2025-10-05,Syracuse,Home Goods,43.0,1401.37
2025-10-10,Syracuse,toys,23.0,359.49
2025-03-22,Syracuse,toys,31.0,426.56
2025-11-29,Rome,Groceries,109.0,686.7
2025-04-23,Syracuse,clothing,81.0,1993.41
2025-12-09,Syracuse,Clothing,28.0,631.68
2025-03-21,Rome,home goods,30.0,1034.1
2025-12-15,Albany,groceries,130.0,980.2
2025-09-01,Albany,clothing,80.0,1799.2
2025-05-08,Albany,toys,16.0,249.28
2025-01-02,Syracuse,Groceries,81.0,496.53
2025-12-26,Albany,clothing,55.0,1352.45
2025-06-20,Syracuse,ELECTRONICS,23.0,1942.12
2025-10-11,Syracuse,toys,26.0,385.32
2025-09-29,Syracuse,toys,26.0,352.82
2025-02-04,Utica,Toys,26.0,385.84
2025-02-15,Syracuse,Groceries,162.0,1085.4
2025-11-28,Syracuse,electronics,51.0,4033.59
2025-03-19,Albany,Home_Goods,49.0,1561.14
2025-02-15,Syracuse,electronics,51.0,4493.61
2025-04-08,Utica,Groceries,46.0,291.64
2025-01-05,Albany,Home Goods,51.0,1464.72
2025-07-08,Utica,toys,16.0,234.4
2025-01-26,Utica,Electronics,53.0,4721.77
2025-11-24,Syracuse,electronics,65.0,5419.7
2025-11-22,Albany,home goods,48.0,1668.96
2025-06-12,Syracuse,groceries,99.0,673.2
2025-04-03,Utica,Electronics,31.0,2654.84
2025-01-22,Rome,Home_Goods,42.0,1340.22
2025-10-24,Utica,clothing,47.0,1144.92
2025-11-12,Rome,electronics,40.0,3311.2
2025-11-23,Utica,home goods,35.0,1115.1
2025-12-13,Albany,toys,30.0,443.7
2025-07-12,Albany,Cloth ing,68.0,1706.8
2025-04-16,Syracuse,Home_Goods,44.0,1379.84
2025-11-20,Rome,Groceries,116.0,729.64
2025-05-24,Utica,clothing,91.0,2141.23
2025-10-07,Utica,Groceries,92.0,543.72
2025-12-07,Syracuse,Clothing,87.0,2044.5
2025-12-28,Utica,Cloth ing,74.0,1836.68
2025-01-17,Utica,toys,30.0,490.5
2025-04-14,Syracuse,Cloth ing,72.0,1743.84
2025-01-19,Rome,Toys,32.0,434.56
2025-09-01,Rome,clothing,50.0,1285.0
2025-09-12,Albany,home goods,34.0,1091.4
2025-04-15,Rome,Home_Goods,25.0,786.75
2025-09-23,Utica,Cloth ing,72.0,1622.16
2025-04-14,Rome,Home Goods,28.0,918.4
2025-02-27,Utica,Cloth ing,33.0,782.43
2025-03-03,Albany,Groceries,100.0,628.0
2025-05-24,Albany,home goods,63.0,2019.15
2025-12-25,Rome,Clothing,63.0,1444.59
2025-09-21,Rome,Toys,33.0,434.94
2025-10-20,Utica,Toys,23.0,344.54
2025-11-02,Utica,Home_Goods,38.0,1183.7
2025-06-09,Syracuse,Cloth ing,50.0,1214.0
2025-03-05,Utica,Cloth ing,81.0,1964.25
2025-02-26,Rome,ELECTRONICS,21.0,1899.87
2025-06-03,Utica,Groceries,136.0,886.72
2025-08-15,Syracuse,Home Goods,37.0,1265.77
2025-11-15,Albany,Home_Goods,41.0,1426.8
2025-09-26,Syracuse,Groceries,117.0,794.43
2025-04-26,Albany,Toys,41.0,626.48
2025-04-09,Syracuse,Cloth ing,64.0,1637.76
2025-09-08,Albany,electronics,41.0,3516.98
2025-08-03,Utica,Home_Goods,52.0,1675.44
2025-06-02,Utica,groceries,,1020.24
2025-01-13,Albany,Toys,19.0,287.66
2025-07-07,Albany,home goods,25.0,777.0
2025-04-11,Utica,toys,29.0,408.32
2025-04-03,Syracuse,Home_Goods,20.0,691.2
2025-02-28,Albany,Electronics,50.0,4496.5
2025-03-12,Albany,groceries,106.0,672.04
2025-06-02,Rome,toys,29.0,415.28
2025-06-25,Syracuse,Groceries,134.0,891.1
2025-09-21,Syracuse,Groceries,117.0,748.8
2025-06-10,Albany,Electronics,57.0,4768.05
2025-06-06,Albany,electronics,41.0,3422.27
2025-01-21,Albany,home goods,37.0,1010.47
2025-10-20,Utica,Electronics,32.0,2652.8
2025-08-28,Utica,Cloth ing,92.0,2242.04
2025-06-22,Rome,groceries,175.0,1174.25
2025-06-16,Syracuse,Groceries,125.0,812.5
2025-01-12,Utica,Groceries,169.0,1012.31
2025-12-22,Utica,Toys,34.0,522.92
2025-04-17,Utica,home goods,43.0,1274.95
2025-07-24,Albany,home goods,39.0,1241.76
2025-02-21,Albany,home goods,48.0,1405.44
2025-03-06,Syracuse,Electronics,33.0,2760.78
2025-05-07,Albany,Electronics,18.0,1600.56
2025-02-14,Rome,Clothing,71.0,1777.84
2025-04-07,Utica,ELECTRONICS,25.0,2124.25
2025-07-30,Syracuse,clothing,36.0,891.72
2025-12-29,Rome,Clothing,63.0,1509.48
2025-07-24,Syracuse,Home_Goods,21.0,628.74
2025-07-31,Syracuse,clothing,78.0,1973.4
2025-07-26,Rome,Home Goods,34.0,1215.16
2025-08-27,Rome,groceries,85.0,554.2
2025-08-27,Albany,Cloth ing,50.0,1131.0
2025-06-27,Utica,Home Goods,34.0,1021.36
2025-09-29,Rome,Groceries,109.0,644.19
2025-10-12,Syracuse,Toys,20.0,288.6
2025-06-10,Utica,toys,34.0,498.44
2025-06-11,Albany,home goods,36.0,1127.88
2025-08-18,Utica,ELECTRONICS,38.0,3604.68
2025-08-11,Rome,toys,29.0,
2025-02-25,Albany,Cloth ing,51.0,1310.19
2025-06-12,Utica,ELECTRONICS,31.0,2635.62
2025-06-03,Rome,Electronics,38.0,3102.7
2025-02-12,Utica,Groceries,117.0,744.12
2025-07-26,Rome,ELECTRONICS,65.0,5298.15
